AGE,GENDER,POLICYSTATUS,CATEGORY,PREMIUMFREQUENCY,POLICYTERM,INTERESTRATE,INFLATIONRATE,SUMASSURED,PREMIUM
61,0,0,1,1,15,1.05,1.46,220000,202368
60,1,0,1,1,19,1.05,1.46,220000,202368
65,1,0,1,1,16,1.05,1.46,220000,202368
55,0,0,1,1,28,1.05,1.46,315000,202332
50,1,0,1,1,24,1.15,1.46,2200000,201979
46,0,0,1,1,25,0.98,1.46,430000,201689
61,0,0,1,1,15,1.15,1.46,400000,200909
64,1,0,1,1,18,1.05,1.46,600000,200472
64,1,0,1,1,16,1.15,1.46,1450000,200431
64,0,0,1,1,19,1.15,1.46,400000,200000
55,0,0,1,1,20,1.15,1.46,600000,200000
56,0,0,1,1,26,1.15,1.46,1200000,200000
62,1,0,1,1,20,1.15,1.46,300000,200000
70,1,0,1,1,16,1.15,1.46,300000,200000
67,1,0,1,1,19,1.15,1.46,400000,200000
57,1,0,1,1,26,1.15,1.46,450000,200000
62,1,0,1,1,18,1.15,1.46,400000,200000
54,1,0,1,1,29,1.15,1.46,400000,200000
58,0,0,1,1,26,1.05,1.46,1500000,199822
60,1,0,1,1,15,1.15,1.46,2000000,199696
56,0,0,1,1,21,1.05,1.46,395000,199549
67,1,0,1,1,15,1.05,1.46,220000,199493
67,1,0,1,1,16,1.15,1.46,900000,198937
64,1,0,1,1,18,1.05,1.46,270000,198712
57,0,0,1,1,29,1.15,1.46,2700000,198705
62,0,0,1,1,18,1.05,1.46,210000,198497
68,0,0,1,1,19,0.25,1.46,2160000,198225
59,1,0,1,1,22,1.05,1.46,215000,197750
57,0,0,1,1,23,1.05,1.46,210000,197017
52,1,0,1,1,28,1.05,1.46,250000,196950
61,1,0,1,1,17,1.15,1.46,2000000,196536
52,1,0,1,1,28,1.05,1.46,3000000,195795
40,0,0,1,1,23,1.05,1.46,950000,195752
59,1,0,1,1,25,1.05,1.46,2950000,195627
58,0,0,1,1,23,1.05,1.46,242000,195560
62,0,0,1,1,17,1.15,1.46,440000,195556
58,1,0,1,1,22,1.05,1.46,210000,195414
53,0,0,1,1,25,1.15,1.46,390000,195000
68,1,0,1,1,20,1.15,1.46,2400000,194637
58,1,0,1,1,26,0.98,1.46,890000,194595
60,0,0,1,1,19,1.15,1.46,350000,194444
53,1,0,1,1,26,1.05,1.46,550000,193855
64,1,0,1,1,15,1.05,1.46,205000,193224
61,1,0,1,1,15,1.05,1.46,210000,193169
41,1,0,1,1,26,1.05,1.46,980000,193013
54,1,0,1,1,20,1.05,1.46,2700000,192625
58,1,0,1,1,25,1.05,1.46,300000,192195
68,0,0,1,1,19,1.05,1.46,208000,191329
53,1,0,1,1,29,1.15,1.46,6540000,190903
70,0,0,1,1,17,1.15,1.46,490000,190556
56,0,0,1,1,27,1.15,1.46,490000,190556
70,0,0,1,1,15,1.05,1.46,400000,190240
70,0,0,1,1,19,1.15,1.46,129000,190167
67,0,0,1,1,15,0.15,1.46,1788891,190096
61,1,0,1,1,18,1.15,1.46,380000,190000
60,0,0,1,1,20,1.15,1.46,310000,189444
64,0,0,1,1,16,1.15,1.46,310000,189444
41,1,0,1,1,26,1.15,1.46,1450000,189394
58,1,0,1,1,24,1.15,1.46,1750000,188915
57,0,0,1,1,26,1.05,1.46,205000,188570
57,1,0,1,1,28,1.15,1.46,2000000,187574
52,0,0,1,1,20,1.15,1.46,750000,187500
66,0,0,1,1,16,1.15,1.46,750000,187500
48,1,0,1,1,22,1.15,1.46,1000000,187146
66,0,0,1,1,19,1.15,1.46,145000,186604
63,0,0,1,1,18,1.05,1.46,200000,186109
58,1,0,1,1,28,1.05,1.46,200000,186109
67,0,0,1,1,19,1.05,1.46,200000,185679
61,0,0,1,1,15,1.05,1.46,200000,185249
64,0,0,1,1,17,1.05,1.46,200000,185249
48,1,0,1,1,24,1.15,1.46,85000,184188
42,1,0,1,1,29,1.15,1.46,750000,183985
64,0,0,1,1,17,1.05,1.46,200000,183971
70,0,0,1,1,18,1.05,1.46,200000,183971
57,0,0,1,1,27,1.05,1.46,200000,183971
64,0,0,1,1,19,1.05,1.46,194000,183373
67,0,0,1,1,17,1.15,1.46,1100000,183333
53,1,0,1,1,22,1.05,1.46,220000,182741
51,0,0,1,1,26,1.15,1.46,274000,182667
61,1,0,1,1,20,1.15,1.46,2000000,182629
68,1,0,1,1,17,1.15,1.46,750000,181803
55,1,0,1,1,27,1.15,1.46,1500000,181555
64,0,0,1,1,19,1.05,1.46,2500000,181434
51,1,0,1,1,26,1.05,1.46,200000,181357
53,1,0,1,1,29,1.15,1.46,450000,180000
52,1,0,1,1,21,1.15,1.46,360000,180000
57,1,0,1,1,29,1.15,1.46,1300000,179202
57,1,0,1,1,26,1.15,1.46,358000,179000
52,0,0,1,1,26,1.05,1.46,1000000,178867
66,1,0,1,1,19,1.05,1.46,400000,178592
54,1,0,1,1,21,1.05,1.46,194000,178451
49,0,0,1,1,22,1.05,1.46,105000,178288
50,0,0,1,1,26,1.15,1.46,400000,177778
62,1,0,1,1,18,1.15,1.46,1350000,177437
66,1,0,1,1,20,1.05,1.46,205000,177347
62,1,0,1,1,15,1.05,1.46,195000,177330
61,0,0,1,1,17,1.05,1.46,1430000,177099
61,0,0,1,1,15,1.05,1.46,742000,177055
66,1,0,1,1,17,1.05,1.46,190000,176803
50,0,0,1,1,27,1.05,1.46,500000,176231
55,1,0,1,1,26,1.05,1.46,500000,176231
52,0,0,1,1,22,1.05,1.46,180000,175695
48,0,0,1,1,27,1.15,1.46,500000,175512
59,0,0,1,1,25,1.15,1.46,540000,175468
47,0,0,1,1,21,1.15,1.46,990000,175378
65,1,0,1,1,19,1.05,1.46,1180000,175065
53,0,0,1,1,26,1.15,1.46,700000,175000
56,0,0,1,1,21,1.15,1.46,350000,175000
67,1,0,1,1,15,1.05,1.46,190000,174772
53,0,0,1,1,29,1.15,1.46,280000,174718
66,1,0,1,1,20,1.05,1.46,195000,174434
65,1,0,1,1,15,1.15,1.46,380000,174167
47,1,0,1,1,28,1.15,1.46,1650000,174035
66,0,0,1,1,20,1.05,1.46,220000,173719
61,1,0,1,1,17,1.05,1.46,240000,172483
59,0,0,1,1,24,1.05,1.46,320000,172293
57,0,0,1,1,29,1.15,1.46,310000,172222
70,1,0,1,1,20,1.05,1.46,500000,171454
70,1,0,1,1,15,1.05,1.46,330000,171163
54,0,0,1,1,27,1.05,1.46,185000,170173
52,0,0,1,1,20,1.05,1.46,410000,169304
55,1,0,1,1,29,1.15,1.46,1000000,168875
60,1,0,1,1,18,1.15,1.46,270000,168750
40,0,0,1,1,29,1.15,1.46,1000000,168568
67,0,0,1,1,18,1.05,1.46,82000,168068
70,1,0,1,1,17,1.15,1.46,230000,168020
59,0,0,1,1,27,1.15,1.46,790000,167567
68,1,0,1,1,18,1.05,1.46,180000,167498
61,1,0,1,1,20,1.05,1.46,180000,167498
62,0,0,1,1,17,1.15,1.46,400000,166667
57,0,0,1,1,25,1.15,1.46,500000,166667
60,0,0,1,1,17,1.15,1.46,500000,166667
70,1,0,1,1,20,1.15,1.46,1000000,166667
41,0,0,1,1,24,1.05,1.46,1617000,166583
54,0,0,1,1,26,1.05,1.46,310000,166544
55,1,0,1,1,26,1.05,1.46,180000,165573
64,1,0,1,1,17,1.15,1.46,7500000,165332
57,1,0,1,1,21,1.15,1.46,370000,164444
60,0,0,1,1,16,1.05,1.46,750000,164076
58,1,0,1,1,23,1.15,1.46,1900000,163828
67,1,0,1,1,15,1.15,1.46,900000,163636
65,0,0,1,1,20,0.98,1.46,300000,163626
59,1,0,1,1,24,1.05,1.46,180000,163222
53,1,0,1,1,25,1.15,1.46,310000,163131
70,0,0,1,1,19,1.15,1.46,650000,162500
55,1,0,1,1,28,1.05,1.46,360000,162083
58,0,0,1,1,30,1.15,1.46,265000,161944
59,0,0,1,1,25,1.05,1.46,178000,161870
69,0,0,1,1,19,1.15,1.46,1800000,161448
45,0,0,1,1,29,1.15,1.46,830000,161005
70,1,0,1,1,15,1.05,1.46,175000,160974
64,1,0,1,1,18,0.98,1.46,1300000,160879
52,1,0,1,1,20,1.05,1.46,174000,160419
68,1,0,1,1,19,1.15,1.46,670000,160359
52,1,0,1,1,22,1.05,1.46,200000,160125
61,0,0,1,1,17,1.05,1.46,340000,160071
64,1,0,1,1,15,1.05,1.46,168000,160061
69,0,0,1,1,17,1.15,1.46,640000,160000
69,0,0,1,1,16,1.15,1.46,480000,160000
57,1,0,1,1,28,1.05,1.46,191000,158653
51,0,0,1,1,25,1.05,1.46,1720000,157741
64,1,0,1,1,15,1.15,1.46,7500000,157733
52,0,0,1,1,24,1.05,1.46,166000,156907
65,1,0,1,1,17,1.15,1.46,380000,156815
59,1,0,1,1,23,1.15,1.46,630000,155948
64,0,0,1,1,20,1.15,1.46,400000,155556
61,0,0,1,1,15,1.15,1.46,350000,155556
67,0,0,1,1,20,1.15,1.46,790000,153844
53,0,0,1,1,20,1.15,1.46,150000,153329
68,1,0,1,1,17,1.05,1.46,1450000,153221
65,1,0,1,1,17,1.15,1.46,1500000,152610
42,1,0,1,1,24,1.15,1.46,1285000,152601
54,1,0,1,1,24,1.05,1.46,165000,152122
60,0,0,1,1,20,1.05,1.46,180000,151850
63,0,0,1,1,20,1.05,1.46,160000,151236
47,1,0,1,1,20,1.05,1.46,1600000,150660
43,1,0,1,1,26,1.05,1.46,1200000,150445
65,1,0,1,1,18,0.98,1.46,1400000,150340
60,0,0,1,1,20,1.05,1.46,220000,150265
65,0,0,1,1,20,1.05,1.46,350000,150218
67,0,0,1,1,17,1.05,1.46,190000,150148
67,0,0,1,1,16,1.15,1.46,270000,150000
51,0,0,1,1,25,1.15,1.46,900000,150000
56,1,0,1,1,25,1.15,1.46,900000,150000
63,1,0,1,1,19,1.15,1.46,600000,150000
62,1,0,1,1,16,1.05,1.46,163000,149936
46,0,0,1,1,20,0.98,1.46,477000,149481
62,1,0,1,1,18,1.05,1.46,160000,148887
68,1,0,1,1,18,1.05,1.46,300000,148560
42,1,0,1,1,20,1.15,1.46,2200000,148257
65,1,0,1,1,19,1.15,1.46,380000,147778
59,1,0,1,1,22,1.05,1.46,157000,147294
48,0,0,1,1,22,1.05,1.46,2800000,147246
49,0,0,1,1,26,1.15,1.46,235000,147115
60,0,0,1,1,18,1.15,1.46,330000,146667
61,0,0,1,1,17,1.15,1.46,330000,146667
46,1,0,1,1,26,1.15,1.46,400000,146142
58,1,0,1,1,23,1.05,1.46,160000,145917
64,0,0,1,1,18,1.15,1.46,800000,145891
50,1,0,1,1,25,1.05,1.46,500000,145559
65,1,0,1,1,20,0.98,1.46,810000,145131
49,0,0,1,1,20,1.05,1.46,330000,144922
55,0,0,1,1,20,0.98,1.46,1400000,144351
48,1,0,1,1,30,1.15,1.46,650000,143923
70,0,0,1,1,18,1.15,1.46,65000,143811
66,0,0,1,1,19,1.15,1.46,300000,143438
59,1,0,1,1,30,1.05,1.46,1600000,143420
56,0,0,1,1,25,1.05,1.46,220000,142977
54,0,0,1,1,22,1.15,1.46,285000,142500
54,1,0,1,1,24,1.05,1.46,270000,141844
63,1,0,1,1,18,1.15,1.46,1700000,141667
67,0,0,1,1,16,1.05,1.46,185000,141586
42,0,0,1,1,26,1.05,1.46,1150000,140480
41,1,0,1,1,27,1.15,1.46,1400000,140123
69,1,0,1,1,20,1.05,1.46,600000,139238
50,1,0,1,1,24,1.05,1.46,155000,138951
54,1,0,1,1,25,1.15,1.46,650000,138867
57,0,0,1,1,26,1.15,1.46,750000,138641
70,0,0,1,1,15,0.15,1.46,1949877,138153
49,1,0,1,1,22,1.15,1.46,1200000,138087
60,1,0,1,1,17,1.05,1.46,150000,137978
64,1,0,1,1,20,1.15,1.46,1450000,137958
64,0,0,1,1,19,1.15,1.46,2000000,137876
59,0,0,1,1,21,1.05,1.46,615000,137770
67,1,0,1,1,18,1.15,1.46,1100000,137714
58,0,0,1,1,20,1.05,1.46,200000,136963
50,1,0,1,1,21,1.15,1.46,4500000,136084
53,1,0,1,1,29,1.05,1.46,153000,135824
66,1,0,1,1,19,1.05,1.46,200000,135702
66,0,0,1,1,16,0.98,1.46,2900000,135512
69,1,0,1,1,16,1.05,1.46,300000,135364
55,1,0,1,1,21,1.15,1.46,5800000,135001
54,0,0,1,1,21,1.15,1.46,38000,134993
56,1,0,1,1,27,1.05,1.46,145000,134929
67,0,0,1,1,15,1.05,1.46,272000,134725
64,1,0,1,1,19,1.05,1.46,280000,133858
61,1,0,1,1,17,1.05,1.46,150000,133504
58,1,0,1,1,29,1.15,1.46,2000000,133410
64,0,0,1,1,18,1.15,1.46,300000,133333
66,0,0,1,1,18,1.15,1.46,300000,133333
46,1,0,1,1,24,1.15,1.46,520000,133323
64,1,0,1,1,18,1.15,1.46,480000,133048
62,1,0,1,1,20,1.15,1.46,1100000,132524
51,0,0,1,1,25,1.15,1.46,340000,132222
69,0,0,1,1,17,1.15,1.46,342000,132221
54,0,0,1,1,21,1.05,1.46,346000,131666
51,1,0,1,1,22,1.05,1.46,1050000,131555
56,0,0,1,1,27,1.05,1.46,145000,131484
48,0,0,1,1,22,1.15,1.46,260000,131417
41,1,0,1,1,25,1.15,1.46,1300000,130512
70,0,0,1,1,20,1.05,1.46,140000,130276
59,0,0,1,1,23,1.05,1.46,140000,130276
61,1,0,1,1,18,1.05,1.46,140000,130152
44,1,0,1,1,21,1.05,1.46,1400000,130114
45,1,0,1,1,30,1.15,1.46,1300000,130056
60,0,0,1,1,16,1.15,1.46,260000,130000
60,0,0,1,1,17,1.15,1.46,1000000,129614
61,0,0,1,1,16,1.15,1.46,650000,129589
58,1,0,1,1,26,1.05,1.46,240000,129519
52,0,0,1,1,20,1.15,1.46,290000,128889
50,1,0,1,1,20,1.05,1.46,140000,128779
57,1,0,1,1,28,1.05,1.46,1800000,128501
53,0,0,1,1,21,1.15,1.46,330000,128333
51,1,0,1,1,26,1.05,1.46,135000,128272
52,0,0,1,1,25,1.15,1.46,230000,127778
69,0,0,1,1,17,1.05,1.46,135000,127605
59,0,0,1,1,29,1.05,1.46,160000,127221
67,1,0,1,1,17,1.11,1.46,90000000,126849
56,0,0,1,1,24,1.15,1.46,760000,126667
55,1,0,1,1,29,1.15,1.46,450000,126241
52,1,0,1,1,29,1.15,1.46,1200000,126062
70,0,0,1,1,18,1.05,1.46,550000,125841
62,0,0,1,1,19,1.15,1.46,400000,125366
54,1,0,1,1,30,1.15,1.46,11000000,125361
57,1,0,1,1,28,1.15,1.46,540000,125127
55,0,0,1,1,30,0.25,1.46,21390000,125020
51,0,0,1,1,20,1.05,1.46,220000,125007
60,0,0,1,1,17,1.15,1.46,250000,125000
56,1,0,1,1,29,1.15,1.46,1500000,125000
57,1,0,1,1,30,1.15,1.46,460000,124977
49,1,0,1,1,30,1.15,1.46,1250000,124766
65,1,0,1,1,17,1.15,1.46,1495000,124583
68,0,0,1,1,19,1.15,1.46,320000,124444
42,0,0,1,1,30,0.98,1.46,220000,124410
43,1,0,1,1,27,1.15,1.46,600000,124311
52,1,0,1,1,20,1.15,1.46,1150000,123394
57,0,0,1,1,25,1.15,1.46,640000,123275
47,1,0,1,1,29,1.15,1.46,1050000,122704
69,0,0,1,1,15,1.15,1.46,275000,122222
48,0,0,1,1,20,1.05,1.46,1194000,121874
50,1,0,1,1,27,0.98,1.46,1000000,121781
60,1,0,1,1,19,1.05,1.46,350000,121374
55,0,0,1,1,20,1.05,1.46,160000,121152
67,0,0,1,1,19,1.15,1.46,1810000,120575
54,0,0,1,1,22,1.15,1.46,1500000,120392
61,0,0,1,1,20,1.15,1.46,480000,120000
69,0,0,1,1,19,1.15,1.46,270000,120000
55,0,0,1,1,23,1.15,1.46,270000,120000
63,1,0,1,1,16,1.15,1.46,980000,119331
63,1,0,1,1,18,1.15,1.46,1200000,118859
64,1,0,1,1,16,1.15,1.46,7400000,118839
61,0,0,1,1,16,1.15,1.46,305000,118611
47,0,0,1,1,23,1.05,1.46,519000,118458
45,0,0,1,1,27,1.05,1.46,250000,118284
50,0,0,1,1,24,1.15,1.46,235000,117500
60,0,0,1,1,15,0.98,1.46,1000000,116884
69,0,0,1,1,20,1.05,1.46,190000,116864
56,0,0,1,1,26,1.05,1.46,465000,116748
57,1,0,1,1,25,1.05,1.46,125000,116724
60,0,0,1,1,16,1.15,1.46,300000,116667
56,0,0,1,1,23,1.15,1.46,300000,116667
64,0,0,1,1,19,1.15,1.46,300000,116667
40,1,0,1,1,20,1.05,1.46,1500000,116650
50,1,0,1,1,29,1.15,1.46,300000,116502
52,1,0,1,1,29,1.15,1.46,500000,116488
63,0,0,1,1,19,1.15,1.46,260000,115556
55,0,0,1,1,20,1.15,1.46,296000,115111
58,0,0,1,1,23,1.15,1.46,230000,115000
65,1,0,1,1,16,1.05,1.46,125000,114982
52,0,0,1,1,22,1.15,1.46,200000,114201
41,0,0,1,1,23,1.05,1.46,350000,113001
60,0,0,1,1,15,1.05,1.46,345000,112725
51,1,0,1,1,26,1.15,1.46,750000,111903
53,1,0,1,1,22,1.05,1.46,900000,111809
60,0,0,1,1,20,1.05,1.46,500000,111434
41,0,0,1,1,28,1.15,1.46,1120000,110376
51,0,0,1,1,23,1.15,1.46,660000,110000
40,1,0,1,1,28,1.15,1.46,1980000,109639
43,1,0,1,1,25,1.15,1.46,800000,109478
60,1,0,1,1,18,1.15,1.46,420000,109447
60,1,0,1,1,15,1.05,1.46,450000,109445
66,1,0,1,1,16,1.05,1.46,127000,108562
69,0,0,1,1,20,1.05,1.46,128000,108352
63,1,0,1,1,19,1.15,1.46,450000,107459
68,1,0,1,1,19,1.15,1.46,450000,107391
46,1,0,1,1,30,1.15,1.46,650000,107017
61,0,0,1,1,18,1.15,1.46,275000,106944
66,0,0,1,1,15,1.15,1.46,240000,106667
70,0,0,1,1,20,1.15,1.46,240000,106667
70,0,0,1,1,20,0.98,1.46,650000,106245
44,1,0,1,1,24,1.15,1.46,890000,106107
65,1,0,1,1,16,1.05,1.46,300000,105982
50,1,0,1,1,25,1.15,1.46,900000,105902
48,1,0,1,1,21,1.15,1.46,860000,105724
65,0,0,1,1,15,1.15,1.46,270000,105000
66,0,0,1,1,16,1.15,1.46,270000,105000
68,0,0,1,1,16,1.05,1.46,300000,104952
48,0,0,1,1,24,1.05,1.46,265000,104889
41,0,0,1,1,22,1.05,1.46,218000,104630
59,0,0,1,1,25,1.05,1.46,250000,104158
48,1,0,1,1,24,1.05,1.46,940000,104033
48,0,0,1,1,27,1.05,1.46,990000,104006
50,0,0,1,1,20,1.15,1.46,95000,103386
67,0,0,1,1,16,1.05,1.46,350000,102917
45,0,0,1,1,24,1.05,1.46,200000,102519
60,0,0,1,1,18,1.05,1.46,110000,102360
52,0,0,1,1,24,1.15,1.46,500000,101981
61,1,0,1,1,17,1.05,1.46,4400000,101879
59,0,0,1,1,23,1.15,1.46,610000,101667
67,1,0,1,1,20,1.15,1.46,4800000,101153
42,0,0,1,1,30,1.05,1.46,1000000,100918
69,1,0,1,1,16,1.05,1.46,800000,100659
67,1,0,1,1,17,0,1.46,51000,100602
46,0,0,1,1,20,1.05,1.46,530000,100522
63,0,0,1,1,15,1.15,1.46,200000,100000
50,1,0,1,1,28,1.15,1.46,600000,100000
50,1,0,1,1,30,1.15,1.46,600000,100000
61,1,0,1,1,17,1.05,1.46,110000,99746
44,1,0,1,1,20,1.15,1.46,790000,99362
40,0,0,1,1,21,1.05,1.46,360000,99318
50,1,0,1,1,22,1.15,1.46,1750000,99194
70,0,0,1,1,18,1.15,1.46,500000,98962
67,1,0,1,1,18,1.05,1.46,110000,98371
65,0,0,1,1,20,1.15,1.46,1180000,98333
69,0,0,1,1,20,0.98,1.46,280000,98024
48,1,0,1,1,23,1.15,1.46,700000,97878
64,0,0,1,1,15,1.15,1.46,250000,97222
64,0,0,1,1,16,1.15,1.46,175000,97222
62,0,0,1,1,19,1.15,1.46,250000,97222
53,0,0,1,1,20,1.15,1.46,175000,97222
64,1,0,1,1,17,1.15,1.46,720000,96880
63,0,0,1,1,19,1.15,1.46,288000,96000
67,1,0,1,1,15,1.15,1.46,800000,95806
55,0,0,1,1,20,1.15,1.46,380000,95559
60,1,0,1,1,16,1.15,1.46,800000,95355
50,0,0,1,1,28,1.15,1.46,1850000,94575
68,0,0,1,1,16,1.05,1.46,560000,94303
51,0,0,1,1,27,1.15,1.46,450000,94023
60,1,0,1,1,15,1.05,1.46,380000,93901
42,0,0,1,1,29,1.05,1.46,415000,93185
57,0,0,1,1,28,1.05,1.46,240000,93109
61,0,0,1,1,16,1.15,1.46,74000,93073
69,0,0,1,1,16,1.05,1.46,250000,92965
44,0,0,1,1,20,1.05,1.46,195000,92401
42,1,0,1,1,21,1.15,1.46,850000,92376
67,0,0,1,1,19,1.15,1.46,440000,92158
53,1,0,1,1,22,1.15,1.46,1200000,91824
65,1,0,1,1,16,1.15,1.46,550000,91667
49,0,0,1,1,26,1.15,1.46,990000,91580
59,0,0,1,1,29,0.98,1.46,780000,91504
58,0,0,1,1,23,1.15,1.46,394000,91470
61,0,0,1,1,15,1.05,1.46,490000,91463
70,1,0,1,1,18,1.05,1.46,260000,91429
52,1,0,1,1,24,1.05,1.46,260000,91429
50,0,0,1,1,23,0.25,1.46,1117275,91345
47,0,0,1,1,23,1.15,1.46,470000,91294
67,1,0,1,1,15,1.15,1.46,900000,91143
43,0,0,1,1,29,1.15,1.46,1150000,90758
69,0,0,1,1,16,1.15,1.46,270000,90000
67,0,0,1,1,20,1.15,1.46,270000,90000
41,1,0,1,1,23,1.15,1.46,760000,89821
57,1,0,1,1,30,1.05,1.46,200000,89653
59,1,0,1,1,26,1.15,1.46,1400000,89563
68,1,0,1,1,15,1.05,1.46,96000,89332
64,0,0,1,1,17,1.15,1.46,200000,88889
56,0,0,1,1,22,1.05,1.46,1000000,88769
54,1,0,1,1,22,1.15,1.46,360000,88260
66,1,0,1,1,19,1.05,1.46,1100000,88211
45,1,0,1,1,29,1.15,1.46,1220000,88180
64,1,0,1,1,15,1.05,1.46,250000,88116
55,1,0,1,1,23,1.15,1.46,415000,87848
60,0,0,1,1,16,1.15,1.46,350000,87500
68,0,0,1,1,18,1.15,1.46,225000,87500
54,0,0,1,1,29,1.15,1.46,225000,87500
46,1,0,1,1,28,1.15,1.46,700000,87134
52,0,0,1,1,24,1.05,1.46,250000,86475
64,0,0,1,1,19,1.05,1.46,550000,86344
60,1,0,1,1,18,1.15,1.46,300000,86235
68,0,0,1,1,20,1.05,1.46,840000,86154
54,1,0,1,1,28,1.15,1.46,700000,86055
53,0,0,1,1,22,1.15,1.46,220000,85556
63,0,0,1,1,18,1.05,1.46,403000,85523
64,1,0,1,1,18,1.15,1.46,430000,84899
43,0,0,1,1,22,1.05,1.46,315000,84589
65,0,0,1,1,16,1.05,1.46,335000,84272
51,1,0,1,1,26,1.05,1.46,190000,84048
66,0,0,1,1,20,1.15,1.46,300000,83333
70,0,0,1,1,16,1.15,1.46,1000000,83333
40,0,0,1,1,29,0.98,1.46,660000,83052
41,1,0,1,1,28,1.15,1.46,410000,82924
64,0,0,1,1,19,1.05,1.46,150000,82877
64,1,0,1,1,19,1.05,1.46,520000,82778
58,1,0,1,1,26,0,1.46,450000,82015
42,0,0,1,1,21,1.05,1.46,400000,81753
59,1,0,1,1,24,1.15,1.46,270000,81587
57,1,0,1,1,27,1.15,1.46,980000,81429
65,0,0,1,1,16,1.05,1.46,260000,81348
45,0,0,1,1,25,1.05,1.46,200000,81282
40,0,0,1,1,21,1.15,1.46,910000,80539
54,1,0,1,1,20,1.05,1.46,750000,80344
60,0,0,1,1,17,1.15,1.46,240000,80000
70,0,0,1,1,17,1.15,1.46,480000,80000
59,0,0,1,1,25,1.15,1.46,180000,80000
65,0,0,1,1,15,0.98,1.46,700000,79680
54,0,0,1,1,22,1.05,1.46,193000,79581
41,0,0,1,1,27,0.98,1.46,550000,79435
42,0,0,1,1,26,1.05,1.46,600000,79382
44,1,0,1,1,27,1.15,1.46,680000,79375
45,1,0,1,1,27,1.15,1.46,660000,78818
42,1,0,1,1,20,1.15,1.46,660000,78009
66,0,0,1,1,19,1.15,1.46,175000,77778
70,0,0,1,1,16,1.15,1.46,200000,77778
70,0,0,1,1,15,1.15,1.46,200000,77778
61,0,0,1,1,18,1.15,1.46,200000,77778
55,0,0,1,1,23,1.15,1.46,200000,77778
64,0,0,1,1,20,1.15,1.46,780000,77703
40,1,0,1,1,20,1.05,1.46,3500000,77379
41,1,0,1,1,21,1.15,1.46,1800000,77008
51,0,0,1,1,24,1.05,1.46,402000,76890
69,0,0,1,1,18,1.05,1.46,350000,76747
56,1,0,1,1,25,1.15,1.46,4000000,76651
61,1,0,1,1,16,1.15,1.46,320000,76353
61,0,0,1,1,18,1.15,1.46,1000000,75765
42,1,0,1,1,26,1.15,1.46,570000,75069
67,1,0,1,1,15,1.15,1.46,300000,75000
63,0,0,1,1,15,1.15,1.46,168000,74667
42,0,0,1,1,28,1.15,1.46,208000,74444
68,0,0,1,1,20,1.05,1.46,155000,74393
65,0,0,1,1,18,1.05,1.46,100000,74076
66,0,0,1,1,19,1.05,1.46,250000,73873
52,0,0,1,1,28,1.05,1.46,280000,73765
67,0,0,1,1,20,1.15,1.46,790000,73609
66,1,0,1,1,15,1.05,1.46,110000,73451
52,0,0,1,1,21,1.05,1.46,200000,73363
56,1,0,1,1,26,1.05,1.46,300000,72963
59,0,0,1,1,25,1.15,1.46,1000000,72189
53,0,0,1,1,30,1.05,1.46,210000,71743
47,0,0,1,1,25,0.15,1.46,303750,71710
65,0,0,1,1,20,1.15,1.46,215000,71667
49,1,0,1,1,21,1.15,1.46,610000,71444
67,0,0,1,1,15,1.15,1.46,750000,71206
59,1,0,1,1,27,1.15,1.46,680000,71162
56,0,0,1,1,29,1.05,1.46,200000,71150
52,1,0,1,1,28,1.15,1.46,650000,71143
46,1,0,1,1,26,1.15,1.46,500000,70746
68,0,0,1,1,20,0.25,1.46,1117275,70028
54,0,0,1,1,27,1.15,1.46,210000,70000
54,0,0,1,1,29,1.05,1.46,155000,69938
49,0,0,1,1,23,1.05,1.46,250000,69836
48,0,0,1,1,23,1.15,1.46,953000,69292
49,1,0,1,1,27,1.15,1.46,540000,69208
51,1,0,1,1,22,1.15,1.46,980000,69156
59,0,0,1,1,26,0.98,1.46,505000,68379
53,0,0,1,1,20,1.15,1.46,205000,68333
62,1,0,1,1,20,1.15,1.46,650000,68316
51,0,0,1,1,24,1.15,1.46,680000,67541
68,0,0,1,1,20,1.15,1.46,250000,67314
51,0,0,1,1,21,1.15,1.46,85000,67307
60,0,0,1,1,18,1.05,1.46,188000,67262
54,0,0,1,1,26,1.15,1.46,195000,67175
60,1,0,1,1,20,1.15,1.46,167000,66863
65,0,0,1,1,20,0.98,1.46,390000,66752
53,1,0,1,1,27,1.15,1.46,400000,66667
42,1,0,1,1,26,1.15,1.46,470000,66519
50,1,0,1,1,21,1.15,1.46,440000,66220
61,0,0,1,1,19,1.05,1.46,330000,66028
52,0,0,1,1,20,1.15,1.46,690000,65973
70,0,0,1,1,20,0.98,1.46,1000000,65755
66,1,0,1,1,20,1.15,1.46,700000,65679
68,0,0,1,1,20,1.15,1.46,585000,65542
67,1,0,1,1,15,1.15,1.46,625000,65255
43,0,0,1,1,30,1.15,1.46,630000,64846
52,0,0,1,1,21,1.05,1.46,596000,64503
64,0,0,1,1,18,1.15,1.46,231000,64041
48,1,0,1,1,23,1.15,1.46,650000,63826
60,1,0,1,1,15,1.15,1.46,575000,63808
44,0,0,1,1,27,1.15,1.46,1000000,63624
41,1,0,1,1,21,1.15,1.46,580000,63568
68,1,0,1,1,15,1.15,1.46,220000,63469
64,0,0,1,1,19,1.15,1.46,163000,63389
64,0,0,1,1,17,1.15,1.46,470000,63078
